GEOID,PollutionAWeighted
06001427600,5.832921797
06037209105,6.964401300999999
06037101220,4.61348645
06001420200,5.388153697
06089011300,4.047629586647625
06085511000,4.10901345
06085503123,5.047360813
06085504410,5.4588043898079
06109003200,3.705164636470118
06037910404,4.613500345
06059110606,7.373932516
06039000901,7.424843786
06093000901,4.968493957
06071001305,6.853162811
06037214903,6.334451823
06037238310,6.3760359840000005
06065043401,5.311065654
06037278001,6.861421289
06075035102,2.99942879
06037132301,6.784621571
06075025800,5.298381068592162
06059099243,4.775741857
06037189905,4.887471167
06037575101,5.396381398
06037189501,6.091179591
06053001600,3.542993066
06085510900,4.334441214206768
06037602404,4.753514458
06001983200,6.165098646000001
06067009648,2.294982078
06037265523,6.087444094
06087100100,2.581753198
06085503711,4.866262163726867
06037115403,7.119761645
06075016802,5.072447961
06037402001,7.12775583
06047000901,7.3857006010209165
06037119700,6.84745574
06037481201,7.524164948126845
06019004100,5.79537421
06037532900,7.076118015
06037212102,6.268720513
06073001400,4.469277586
06077003805,5.288225474390439
06017031409,2.822677103
06001407700,3.017891046536572
06037481102,6.893589597174265
06073020028,2.92865594
06037242300,6.560599397
06001444301,3.121128023
06001441927,3.923868734
06037115302,6.407164841
06037311200,5.876930689
06067003502,4.526509448
06037301100,5.5504640940000005
06065043404,3.1389880300000006
06037302401,8.507781197728521
06067006204,5.822071292999999
06037208610,7.291533353
06037276606,5.361319574
06037123020,7.327890782
06107004103,6.669733205
06077005124,4.287124332
06037271400,5.047272116
06067009611,4.059606844
06037240302,6.787131443
06073005802,5.975995073
06111003608,5.264269791
06037910501,4.340970929
06037111202,5.371766805
06085503210,4.651609082
06071002403,6.521739435
06019003302,5.341585847999999
06077002100,6.169094245
06037530301,5.880625315
06075012002,5.249452802
06093000600,3.9120277024879595
06001403701,4.623288775
06071003302,7.750487882
06093001300,NA
06065044702,3.9516217789999994
06001408700,4.1551761134201595
06053011204,4.715955992411382
06077005108,4.932120852
06077005125,3.4524519119999995
06001436601,4.47102408
06013335000,4.867226607473161
06019000901,7.584453498
06059099504,7.339485223
06037503201,5.485720684
06037555002,7.020545701
06037240020,6.318748918
06025010402,5.879368463
06077005219,4.075888460289733
06065040305,6.435232367
06029003817,4.274661060001754
06001427100,5.811048611
06073010003,5.250877878
06037297120,6.601251665000001
06067008134,4.20976667
06111000702,3.856802362
06059075404,5.875355942
06085502910,3.783359235098431
06037910606,3.081281553
06037241120,7.186957716
06037109603,5.796625811999999
06037197600,8.243466801
06061021326,5.594685098
06071011500,4.065613144442513
06037207304,8.749090895
06071007002,7.233713563953373
06085503903,3.683506727
06037543201,7.120802522
06037137302,3.8116464469999998
06107002004,5.025033315
06085503113,5.767233162
06037576503,4.659085995
06001420600,4.748170849916366
06073000700,5.437054942
06001401400,6.780753436
06067001201,5.575556502999999
06075010402,5.174930187
06073008512,4.678676855
06037535804,5.626935353
06067004910,4.494400161
06037195710,7.941055628
06037501700,6.166473765000001
06037433306,7.775698289000001
06001402500,6.353659604
06045011001,2.983785858573747
06071001803,9.082624107
06037120106,6.390260331
06037104310,8.249019164
06107001303,5.245783925999999
06073013203,4.119731983
06013334008,3.905844897
06073017407,4.565838739609531
06071007407,5.390294135
06071001307,5.583001591000001
06065040808,5.536754253772946
06077003409,4.073179498
06059032062,5.002876627629965
06037552700,6.403047732999999
06037576401,5.159674265
06059110014,7.0460976688336725
06067008125,2.071370073
06107002302,5.689025828
06077003118,5.13427013
06023011200,3.226372626
06073019203,3.906607733
06075025401,3.894552116
06065045127,3.709282615
06037651102,6.030150330000001
06037543804,7.342976639
06035040100,3.770779275258576
06037190520,6.416080733
06073017040,3.962907806
06085503703,4.337515737
06077005307,4.373616074
06019003001,7.48008669
06065031704,6.936407657
06013306003,5.4145629589999995
06085509700,4.964367536
06037273403,4.933366799
06037117407,6.567026879
06037190201,6.460797341
06059088902,5.546105513
06037406801,7.118429498049255
06019002905,5.734595806
06037650101,8.910745628136771
06075012601,5.467187903
06067008512,2.613039251
06053980000,3.2839812870000005
06001423901,4.660319728978295
06001451102,2.780749934732607
06085508005,4.411612597
06037109300,6.162375075
06037408504,6.770002999
06073009506,3.17139621
06067007402,4.450363724
06073000901,2.764482992
06099002605,5.486712886762675
06061021048,2.108787911
06073003603,7.097841743
06037183222,4.82405161
06081604104,6.307573187259265
06037195902,6.397901135999999
06059042206,5.398011427
06071007001,7.150514064429224
06085500902,4.535960415
06037570002,4.652683512
06037277200,7.491023495
06037104204,6.598715703
06067004402,3.672037116
06037231710,6.006731617000001
06081608001,3.1279057340000005
06037901011,3.672560871
06037543905,6.842225081166602
06037575803,6.385342134999999
06071000115,8.375629647
06093000100,NA
06037570901,6.023047101
06083002926,2.224869936
06037229200,6.379998084
06001441701,4.60599056
06073016704,5.751226276
06037480704,6.547298907000001
06037242201,7.009664601
06067008113,4.832680192
06037552001,6.285853616
06059063805,5.881054732
06001420401,6.457802362663203
06037910815,4.2433477819271035
06001406500,4.611092542
06059076206,5.912924638
06037433302,8.458041408
06065041906,5.473472529
06067007426,2.953021833
06037123303,7.688672391
06029003134,4.903131836
06037404503,5.801047338
06073008381,4.075393834
06071025100,4.691719891
06013377000,6.16218829595609
06065046900,5.02474952691869
06081608100,3.8352568740000006
06085503713,4.16598168
06037122122,8.437801159
06039000801,7.881685377
06001441702,4.60599056
06089011401,2.02072835793221
06019005522,4.265406465
06037900610,3.929213311
06019006605,6.511863918
06037211922,6.613579549
06037276607,5.6044938
06037117530,6.533413567
06071010035,4.065654745
06019005301,6.142814894
06037208402,8.135574075
06059099801,7.082359186426684
06071002606,5.168225095
06065040604,4.602319975
06037267504,7.005014169
06113011001,5.181606107
06067008006,3.8356995740000004
06013368001,6.093218097
06029005207,5.140243953132821
06037543203,8.577342532408982
06067009617,2.657200561
06083003004,5.609560069548111
06001451503,4.986228109
06037106408,5.124725682000001
06037212410,6.211064828
06041105001,5.504227945947587
06029004002,5.352176294
06085504421,4.927720141
06067008010,4.630625879
06037213401,5.835507286
06083001911,5.098581707069323
06019001411,6.292266076999999
06037113322,5.556206392
06047001101,3.8607536
06071003801,5.86890249788776
06067009650,6.384729248
06037543503,7.944598865
06085503222,5.021738091
06085508708,5.7412755825273525
06071002501,7.404403383
06075017700,7.10091233871623
06067007439,3.566654835
06061021129,4.369766399
06059052518,7.226088821707339
06029003113,5.970474835999999
06037183103,5.888046842297774
06073016302,5.325392867
06019001408,5.193408279
06037310601,8.535420833
06069000802,6.012716914
06001432700,4.53273937542914
06037601211,6.194041238
06029002402,7.332869923
06037535607,7.385294414
06053011203,3.6001172927796166
06007000604,4.019559632
06031000405,5.342499041
06075017602,6.101286858699533
06059021809,5.406839574578048
06085506402,4.583813871
06037480703,5.740229543000001
06067009316,4.822307424
06085508800,5.617710739
06099000404,6.288939215
06029003210,6.711358116
06037571102,4.777867532789574
06071000606,4.517237583
06039000509,5.07345277
06067007403,4.727964125607663
06029004601,4.017387119820298
06037552800,5.689234949
06037573102,6.653571056
06065042510,4.763947694
06065043211,4.207084691
06075016200,4.791233832
06073002401,5.93465227
06059001903,6.603082444
06041101200,3.265364376550778
06037570204,7.5676745610000005
06037216301,7.095004062
06037271801,5.443776681
06041133000,4.805887643756957
06013363000,4.783436569
06037576502,5.162655335
06059110302,6.802199572000001
06085503804,3.688042203
06065044931,3.058036337
06037502401,7.414351901
06007001300,7.039397095000001
06085503117,4.204562239315775
06037189907,6.146846096000001
06071002503,5.087956066
06013355309,3.263351580125811
06037231720,6.8627438519999995
06059062638,3.335231978
06001405200,5.094100268
06065040815,5.849585574
06085503324,2.258573334
06059063702,6.652028810000001
06065043278,4.494606403421082
06037226702,6.746844183
06037127920,6.647016301
06037575202,5.022150325
06037650702,4.948168927
06065043228,4.674342026345253
06065031401,6.928940562
06005000202,4.553904156
06085508205,4.964265259418748
06065040203,6.239668054
06067008138,3.144440093
06037232601,6.292160701
06037143801,6.645752457000001
06037701000,6.397046273
06019004901,5.294720056
06067002800,3.950753213
06037207308,8.605681809
06071000826,7.269676572
06037551001,7.697671347
06037554519,4.824448465
06095251901,5.342915411791425
06019005525,4.334056589
06111007000,5.310643288
06037402706,5.51134663
06037300501,6.31637686
06037578100,4.712768158236607
06037601202,5.297673198
06037191500,7.295402819
06037127104,7.053795708
06099000513,6.069819671
06071008202,5.834265358
06037570404,7.508407702
06065042403,4.229642747
06075021000,4.008153591
06025010700,5.095999711650798
06037131100,7.187906916
06037216402,5.838752642
06037910715,3.408757693
06037920328,5.848129858
06071010300,NA
06037190401,5.266868139
06073005900,5.691540856
06039000701,6.134160864
06037650904,6.776277431141377
06037500402,7.049482559
06075013300,4.463357055
06111005700,4.526873081
06059088202,4.675824078
06085506505,3.4870898899999996
06037232110,5.688184884
06037402803,4.887938289
06059063605,6.953249225
06037239502,6.716086284
06037543705,5.986279477
06073007800,5.042561882
06037502005,5.65316068
06083001102,4.67340813438409
06037123104,6.130394365
06097151301,3.440500893
06029003208,6.708137764000001
06037123206,7.700698651
06073014101,4.082452695554732
06065048901,2.927064672
06073008374,4.492970658526006
06071000403,6.267888188370903
06037542900,6.628913381
06029002502,8.056971763
06073013323,4.534079429418609
06059075808,6.260095987905369
06085501700,5.425093958993232
06037571800,7.102996805776103
06067007436,3.628422805
06065042512,4.957818252
06059001709,7.093635601
06037481714,5.167617873
06037228210,6.385734344
06067009616,3.351421929
06055200707,3.9240947540000004
06081600701,4.869970391119931
06037221110,6.11588502
06095252605,4.3710844898828
06001433104,4.964007977
06037553801,7.463554869000001
06037104822,8.233963979
06019005602,6.062473086
06081608400,5.683000941
06071003603,4.475043235
06019001417,5.846179911
06065045707,4.590702756
06037910716,3.5331205490000004
06037462900,7.704418668
06065045123,2.999315319
06071011300,4.235684058946731
06059099601,7.644513949032177
06075015500,4.08916604
06059011712,5.684675881
06037500404,7.083276034565853
06001408300,4.367299296438143
06037402702,6.965245353
06067006703,5.076173606
06067009317,4.00483953
06077003308,5.039668018
06107001005,6.224262278
06037432202,8.483523314
06037265307,5.909476597
06037700902,5.539137691
06073013316,3.5633227017980826
06085502901,4.116209953
06071007106,6.566160561
06089010100,4.370679373
06095252604,5.023286753
06071002315,5.43443151
06037128703,5.943604154
06095251500,4.54554014
06037407802,6.558259632971116
06035040600,5.435215803
06037214505,6.148060036
06007001704,2.095511867
06085504001,3.6148821071040067
06037408136,5.01089098
06037234700,6.225424536
06111008602,5.26244823
06001437701,3.3818627629999995
06085511915,3.050862299
06037430801,6.649732461
06065041413,6.532662437
06073020108,4.058300479
06013322000,3.8639551505680005
06065043503,4.417841065
06065047901,3.4459177920000004
06085503401,4.595782324923481
06019001418,5.846179668815702
06075020802,4.628883298
06077001900,6.947332146522584
06037650501,6.776597969614323
06067003501,5.16217168
06083000101,5.084532007
06071010030,3.612053987
06059074103,5.87338524
06037106407,5.136550692000001
06037403324,4.507441713
06037540600,7.571305337999999
06001407300,7.608282040000001
06037208002,9.238870943
06099003805,5.94787584
06037570504,7.680309002
06065044932,2.783010681
06007000103,3.693520067316
06001443322,4.505714703
06055200202,5.376479728
06067005002,6.098858074
06079012201,4.005527091092591
06013320004,6.6723022300000006
06037543321,6.796075896
06065042743,3.6484764420000007
06111004507,4.857734072
06037139303,7.27026522
06013376000,6.596321022999999
06071004800,6.582389396
06099002602,6.48645819973784
06037533300,7.301064195
06065041001,6.827280931000001
06065044907,3.006585369
06037400208,4.862529931
06079013000,4.300594834282361
06013336104,4.230687347
06037203601,7.481730292
06107002401,7.8345870873921335
06059087301,7.389757345
06037121020,7.57642995
06077005309,6.900926186900133
06097150611,4.733077732
06067007022,4.866764556
06037212620,5.913965149000001
06075047600,4.926687595
06037550202,6.95742873
06065042010,6.124719339174807
06037550901,6.289433648
06065046501,6.78378543084035
06019003102,5.685118561777503
06089012400,5.096279353
06029004904,3.8373521789999994
06037404805,7.399155114
06037570800,5.513856322630548
06037199900,8.855358716
06107003503,5.922009902
06065041101,7.378019496
06037122000,8.447557532
06059074407,6.857097251
06037119003,8.224949982
06059021829,3.44874172034322
06037231603,6.481065692
06065042016,4.511461362
06037211124,6.409481393
06037432801,8.901534226
06019002906,5.131336903999999
06065045501,3.553861688
06027000500,3.229384803
06059075002,6.7465217619999995
06077005222,6.920297267
06029001201,5.085487502
06037131801,6.57279697
06095250103,4.05567073845479
06037125101,5.779978527
06073004501,4.141914182
06071009125,2.335955245
06059087701,5.020546995
06037109200,6.29746833
06059110116,4.840711966
06037701501,5.408355609
06001442900,4.937821882
06073018609,3.073587399
06075061503,5.773195524
06037481403,7.069120934
06085507905,3.945081012
06019004214,4.191773852
06085511502,6.373774952
06037543603,6.945506568
06037221820,5.552026734
06029001402,5.00558
06063000400,4.544826355
06037192420,5.853096563
06075015201,4.845680202
06037141202,5.146584368999999
06085504316,4.59284112
06067007105,1.9015661269999997
06059063302,6.7009755275929095
06055201800,3.720721717
06037552400,7.900270667
06085502907,2.263524847
06037294830,7.371291558
06099002200,6.705308979124297
06019006202,5.192672638
06071003700,6.724163496
06087110302,6.143911284
06037132900,7.429890949
06065040603,6.15671173
06059052534,4.963756918
06037602504,5.115835723
06009000124,5.006288043
06037120030,7.477862092364436
06077003403,4.38348914
06037543607,6.45793155
06071001200,6.819772415
06081603700,3.431054606702163
06013366001,5.019905270679017
06037403328,5.852200261249386
06013303209,5.979305150627242
06037117510,6.278989537
06037602602,7.999999643
06087101001,4.536858778660637
06037577900,6.912221036950046
06019005916,5.293595674
06037206301,7.710143487
06075033204,4.356446654288694
06013345101,3.182802530260471
06037541500,7.191882439730166
06037111100,5.672869592999999
06037620102,6.811798582
06037550602,5.887515189000001
06073015801,5.440529458211171
06037217101,7.414343275
06063000201,3.0520789857995267
06075026001,3.734747301
06113010609,4.5499117996334215
06111003617,5.930553451
06045010802,3.722153325
06013352201,2.746549865
06071005502,6.743998182
06067007020,5.082449036157261
06073008202,3.652841568
06055200601,5.580083513
06095253206,4.249398622012468
06073010010,4.093707996
06037195901,6.034918422999999
06037211921,6.255280858
06073009511,4.818885697834185
06029004102,6.623800395
