"","County","PollutionScore","Pollution_County","CountyPercentile"
"2266","Santa Barbara",2.596628737,3,0.0277777777777778
"2267","Los Angeles",5.818177196,819,0.326164874551971
"2268","Monterey ",2.794162376,19,0.182692307692308
"2269","San Bernardino",6.342447488,332,0.728070175438597
"2270","Alameda ",6.035120715,340,0.869565217391304
"2271","Los Angeles",7.4488273,2013,0.801672640382318
"2272","San Diego",4.922747493,437,0.592944369063772
"2273","Los Angeles",7.97048085,2241,0.89247311827957
"2274","Sacramento ",5.187212015,275,0.753424657534247
"2275","San Mateo",3.3088482625,35,0.202312138728324
"2276","Los Angeles",6.620898445,1478.5,0.588809239346874
"2277","Los Angeles",4.607145528,208,0.0828355236957388
"2278","Los Angeles",5.95626183,923,0.367582636399841
"2279","Los Angeles",9.316294507,2495,0.993628036638789
"2280","Fresno ",6.214548051,136.5,0.603982300884956
"2281","Orange ",6.418693888,419,0.689144736842105
"2282","Riverside ",7.510696679,500,0.965250965250965
"2283","Orange ",3.473682239,25,0.0411184210526316
"2284","Los Angeles",4.956905028,317,0.126244524093986
"2285","Los Angeles",7.901693561,2220,0.884109916367981
"2286","Los Angeles",8.572836357,2403,0.956989247311828
"2287","Ventura ",4.69307405033333,81,0.433155080213904
"2288","Santa Barbara",4.114529959,44.5,0.412037037037037
"2289","Los Angeles",5.54354074,624,0.248506571087216
"2290","Kern ",5.16739460566667,97,0.39917695473251
"2291","Los Angeles",5.743631044,770,0.306650736758264
"2292","Fresno ",5.368838656,71,0.314159292035398
"2293","San Joaquin",4.286368122,25,0.146198830409357
"2294","San Diego",4.249871987,277.5,0.376526458616011
"2295","Los Angeles",5.408446559,544,0.216646754281163
"2296","Riverside ",3.567230021,134,0.258687258687259
"2297","Shasta ",4.855683803,50,1
"2298","Los Angeles",5.371848725,517,0.20589406610912
"2299","Los Angeles",6.439920931,1335,0.531660692951015
"2300","Stanislaus ",7.28060235966667,103,0.927927927927928
"2301","Shasta ",3.549335036,27,0.54
"2302","Orange ",5.856792317,335,0.550986842105263
"2303","San Bernardino",3.138040267,44.5,0.0975877192982456
"2304","Kern ",6.711358116,198,0.814814814814815
"2305","Los Angeles",5.49766016,593,0.236160892074871
"2306","Los Angeles",4.673576498,227,0.0904022301871764
"2307","Sacramento ",3.145353859,74,0.202739726027397
"2308","Los Angeles",5.65526098,703,0.279968140183194
"2309","Los Angeles",7.775384136,2179,0.867781760254879
"2310","Los Angeles",5.946717789,915,0.364396654719235
"2311","Alameda ",5.298469081,292,0.746803069053708
"2312","San Diego",3.868512846,199.5,0.270691994572592
"2313","Los Angeles",5.315721819,479.5,0.190959776981282
"2314","Los Angeles",5.250205638,447,0.178016726403823
"2315","Los Angeles",7.065227547,1781,0.709279171644763
"2316","San Francisco",3.18739324,23,0.0946502057613169
"2317","Fresno ",6.011149733,114,0.504424778761062
"2318","Sacramento ",3.740713869,126.5,0.346575342465753
"2319","San Mateo",5.801619531,139,0.803468208092486
"2320","Stanislaus ",5.178488213,24.5,0.220720720720721
"2321","Riverside ",3.890689176,185,0.357142857142857
"2322","Orange ",6.516836274,434,0.713815789473684
"2323","San Diego",5.0266714,460,0.62415196743555
"2324","Los Angeles",7.483470455,2039,0.812027080844285
"2325","Kern ",5.335817094,111.5,0.458847736625514
"2326","Santa Barbara",4.569662559,60,0.555555555555556
"2327","San Bernardino",6.443617276,348,0.763157894736842
"2328","Alameda ",4.965938002,256,0.654731457800512
"2329","San Diego",2.85563914,40,0.0542740841248304
"2330","San Diego",4.1755677475,270,0.366350067842605
"2331","Kern ",6.134733167,172,0.707818930041152
"2332","Los Angeles",3.708525388,72,0.028673835125448
"2333","San Diego",5.211713102,513.5,0.69674355495251
"2334","Los Angeles",4.585597919,201,0.0800477897252091
"2335","Santa Clara",3.957539649,145,0.356265356265356
"2336","Los Angeles",4.735014172,244,0.0971724412584628
"2337","Los Angeles",5.232815053,437,0.174034249303067
"2338","Santa Clara",6.1653526345,385,0.945945945945946
"2339","Los Angeles",5.661686694,707,0.281561131023497
"2340","Riverside ",3.454509675,123.5,0.238416988416988
"2341","Santa Clara",4.44686065,218,0.535626535626536
"2342","Contra Costa",3.553269123,67,0.291304347826087
"2343","Ventura ",4.511023542,68,0.363636363636364
"2344","San Diego",3.653271564,170,0.230664857530529
"2345","San Luis Obispo",3.82443944633333,20,0.298507462686567
"2346","Fresno ",4.536269177,23,0.101769911504425
"2347","Los Angeles",7.453118522,2016,0.802867383512545
"2348","San Joaquin",6.132514576,105.5,0.616959064327485
"2349","Yolo ",5.90149816,41,0.773584905660377
"2350","Los Angeles",4.270957529,133,0.0529669454400637
"2351","Los Angeles",7.629503309,2099,0.835921943448825
"2352","Los Angeles",4.755848647,256,0.101951413779371
"2353","San Francisco",5.133215835,174,0.716049382716049
"2354","Los Angeles",4.902523327,299,0.119076065312624
"2355","Orange ",3.493773931,26,0.0427631578947368
"2356","Santa Clara",3.779878356,125,0.307125307125307
"2357","Merced ",6.320821797,33.5,0.5234375
"2358","San Diego",2.292321851,6,0.00814111261872456
"2359","Kern ",5.567355608,135,0.555555555555556
"2360","Santa Clara",2.665867893,30,0.0737100737100737
"2361","Los Angeles",8.43745466,2370,0.943847072879331
"2362","Alameda ",5.206820455,286,0.731457800511509
"2363","San Diego",5.034792806,463.5,0.628900949796472
"2364","Los Angeles",6.17337088,1097.5,0.437076861808045
"2365","Orange ",5.91479463,348,0.572368421052632
"2366","Orange ",7.373276249,553.5,0.910361842105263
"2367","Santa Clara",4.996007872,291,0.714987714987715
"2368","Lake ",3.4451228895,12,0.571428571428571
"2369","Los Angeles",6.681397948,1529.5,0.609119872560733
"2370","Los Angeles",6.774589433,1582,0.630027877339705
"2371","Los Angeles",8.380807326,2354,0.93747510951812
"2372","Kern ",5.32596449,109,0.448559670781893
"2373","Imperial ",7.381279086,39.5,0.9875
"2374","Riverside ",6.843221524,478,0.922779922779923
"2375","Los Angeles",7.207778302,1886,0.751095181202708
"2376","Tulare ",4.768002839,7,0.0693069306930693
"2377","Los Angeles",6.476106196,1366,0.544006371963361
"2378","Kern ",6.037567975,164.5,0.676954732510288
"2379","Placer ",3.261227648,46,0.5
"2380","Sacramento ",4.080566007,161,0.441095890410959
"2381","Los Angeles",5.763602461,778,0.309836718438869
"2382","Los Angeles",6.073860574,1013,0.403424930306651
"2383","Los Angeles",5.379354166,520,0.207088809239347
"2384","Santa Clara",4.477416605,222,0.545454545454545
"2385","Los Angeles",7.514306634,2058.5,0.819792911190761
"2386","Orange ",5.542954387,281,0.462171052631579
"2387","Los Angeles",6.243398329,1148,0.457188371166866
"2388","San Bernardino",4.217897164,121,0.265350877192982
"2389","Tulare ",5.36429189,14,0.138613861386139
"2390","Siskiyou ",3.031494539,2,0.125
"2391","San Bernardino",4.56823744,140,0.307017543859649
"2392","Sacramento ",3.114999706,69,0.189041095890411
"2393","Riverside ",6.896001823,482,0.930501930501931
"2394","San Bernardino",7.886993525,438.5,0.961622807017544
"2395","Los Angeles",6.313718612,1224,0.487455197132616
"2396","Alameda ",4.692037307,217,0.554987212276215
"2397","Los Angeles",3.158234343,20,0.00796495420151334
"2398","Alameda ",3.764234301,90,0.230179028132992
"2399","Los Angeles",7.706370427,2140,0.852250099561928
"2400","Orange ",4.850648134,182,0.299342105263158
"2401","Orange ",5.960602587,353,0.580592105263158
"2402","Sacramento ",6.45316344,345,0.945205479452055
"2403","Los Angeles",6.384562641,1285,0.511748307447232
"2404","Alpine ",4.058750782,1,1
"2405","Los Angeles",6.632019572,1488,0.592592592592593
"2406","Tuolumne ",4.58954341,13,0.722222222222222
"2407","Los Angeles",4.933366799,308.5,0.122859418558343
"2408","Los Angeles",7.487858305,2041,0.812823576264436
"2409","Riverside ",2.706007454,38.5,0.0743243243243243
"2410","Los Angeles",7.297881009,1925,0.766626841895659
"2411","Orange ",2.99731495,5,0.00822368421052632
"2412","Riverside ",4.249519384,235,0.453667953667954
"2413","Alameda ",3.627800596,75,0.191815856777494
"2414","San Bernardino",1.972629914,3,0.00657894736842105
"2415","Calaveras ",2.0914084,1,0.0714285714285714
"2416","Los Angeles",7.299585141,1926,0.767025089605735
"2417","Riverside ",4.83888857,313,0.604247104247104
"2418","Alameda ",3.973469509,110,0.281329923273657
"2419","San Mateo",3.599220437,41,0.236994219653179
"2420","Los Angeles",4.810752462,266,0.105933890880127
"2421","Los Angeles",6.24150681,1144,0.455595380326563
"2422","San Diego",4.80054367,415,0.563093622795115
"2423","Los Angeles",7.860685899,2206.5,0.878733572281959
"2424","Los Angeles",4.6449689995,218,0.0868180007964954
"2425","Alameda ",5.7824838975,323,0.826086956521739
"2426","Santa Barbara",5.438198891,84.5,0.782407407407407
"2427","Merced ",6.531686849,45.5,0.7109375
"2428","San Luis Obispo",2.7157028715,3,0.0447761194029851
"2429","Santa Clara",4.538447822,234,0.574938574938575
"2430","Los Angeles",8.651042384,2418,0.962962962962963
"2431","San Mateo",4.337347798,73,0.421965317919075
"2432","Fresno ",4.957989033,43,0.190265486725664
"2433","Los Angeles",7.3465714225,1965.5,0.782755874153724
"2434","Orange ",5.611008242,290,0.476973684210526
"2435","Humboldt ",2.287500724,4.5,0.128571428571429
"2436","Santa Clara",5.1142248415,308,0.756756756756757
"2437","Alameda ",3.605193494,72,0.184143222506394
"2438","Los Angeles",4.076218075,111,0.044205495818399
"2439","Sonoma ",3.906589572,65,0.537190082644628
"2440","Los Angeles",6.135261067,1068,0.425328554360812
"2441","Los Angeles",6.990213056,1735,0.690959776981282
"2442","Los Angeles",6.1016683265,1042,0.414974113898845
"2443","San Bernardino",6.19312356,319,0.699561403508772
"2444","Tulare ",7.211940303,84,0.831683168316832
"2445","Orange ",6.908928285,491.5,0.808388157894737
"2446","San Diego",4.006984609,230,0.312075983717775
"2447","San Diego",6.20699107,685,0.92944369063772
"2448","Placer ",2.372440819,17,0.184782608695652
"2449","Contra Costa",6.334031019,213.5,0.928260869565217
"2450","Los Angeles",6.232990491,1140,0.45400238948626
"2451","Alameda ",5.027057588,264,0.675191815856777
"2452","Los Angeles",8.767602722,2434,0.969334926324174
"2453","Los Angeles",3.22599042,28.5,0.0113500597371565
"2454","Orange ",3.340331479,18,0.0296052631578947
"2455","Alameda ",4.358707053,161,0.411764705882353
"2456","Los Angeles",NA,2507,0.998407009159697
"2457","Orange ",6.205744569,391,0.643092105263158
"2458","Los Angeles",5.821217842,821.5,0.327160493827161
"2459","Fresno ",5.890903622,108,0.47787610619469
"2460","Sacramento ",5.308312986,279,0.764383561643836
"2461","Fresno ",7.164616204,198.5,0.878318584070796
"2462","Shasta ",2.734115077,11,0.22
"2463","Los Angeles",6.65334397166667,1514,0.60294703305456
"2464","Santa Clara",3.475639838,87,0.213759213759214
"2465","Yolo ",4.57256405,24,0.452830188679245
"2466","Los Angeles",6.764802095,1575,0.627240143369176
"2467","Los Angeles",6.664751532,1522,0.606133014735165
"2468","Tuolumne ",3.0242192385,2,0.111111111111111
"2469","Los Angeles",6.230831343,1136.5,0.452608522500996
"2470","Los Angeles",6.283979396,1191.5,0.474512146555157
"2471","Orange ",7.07322163266667,519,0.853618421052632
"2472","Los Angeles",5.944609344,914,0.36399840700916
"2473","Sonoma ",2.8692789835,17,0.140495867768595
"2474","Sacramento ",5.822071293,315.5,0.864383561643836
"2475","San Diego",3.541806358,148,0.200814111261872
"2476","San Diego",2.764482992,29.5,0.0400271370420624
"2477","San Bernardino",3.823056501,93,0.203947368421053
"2478","San Bernardino",5.708476715,270,0.592105263157895
"2479","Los Angeles",5.781195353,796.5,0.317204301075269
"2480","Kern ",3.955794174,18,0.0740740740740741
"2481","San Diego",4.565464741,362,0.491180461329715
"2482","Los Angeles",5.914539858,895,0.356431700517722
"2483","San Bernardino",4.4305064315,131.5,0.288377192982456
"2484","Alameda ",4.333951227,158,0.404092071611253
"2485","Sacramento ",4.981236676,251,0.687671232876712
"2486","Sacramento ",3.818112784,131.5,0.36027397260274
"2487","Los Angeles",5.861884003,856,0.340900039824771
"2488","San Francisco",4.602834886,124,0.510288065843621
"2489","Kern ",4.169737407,24,0.0987654320987654
"2490","Los Angeles",7.308674888,1936,0.771007566706491
"2491","Imperial ",7.141120149,35,0.875
"2492","Del Norte",3.4853117965,8,1
"2493","Orange ",6.814714631,479,0.787828947368421
"2494","San Diego",6.009972408,659,0.894165535956581
"2495","Los Angeles",7.974461417,2245,0.894066109119873
"2496","Los Angeles",8.9739630075,2457,0.978494623655914
"2497","Sacramento ",3.463014095,95,0.26027397260274
"2498","San Francisco",4.028642383,72,0.296296296296296
"2499","Ventura ",4.66123543,78.5,0.419786096256685
"2500","Los Angeles",7.000770505,1744,0.694544006371963
"2501","San Bernardino",5.714108619,271,0.594298245614035
"2502","San Diego",5.568295271,582,0.789687924016282
"2503","Los Angeles",6.7669853635,1576,0.627638391079251
"2504","Humboldt ",2.732855158,10,0.285714285714286
"2505","San Francisco",4.385468799,104,0.42798353909465
"2506","Contra Costa",4.7377461195,139,0.604347826086956
"2507","Los Angeles",5.105820259,382,0.152130625248905
"2508","San Joaquin",5.102868218,57,0.333333333333333
"2509","Los Angeles",5.277784213,461,0.183592194344883
"2510","Riverside ",6.55225647,465,0.897683397683398
"2511","Los Angeles",7.773068119,2176,0.866587017124652
"2512","Los Angeles",6.547463817,1416,0.563918757467145
"2513","Placer ",2.59306042,21,0.228260869565217
"2514","San Joaquin",2.77638199,2,0.0116959064327485
"2515","Santa Clara",5.296644826,327,0.803439803439803
"2516","Solano ",3.348318588,19,0.2
"2517","Riverside ",5.113140946,347,0.66988416988417
"2518","Orange ",4.935744607,190,0.3125
"2519","Los Angeles",6.370531975,1271,0.506172839506173
"2520","Riverside ",4.13177863,217,0.418918918918919
"2521","Los Angeles",8.0730587325,2273.5,0.905416168857029
"2522","Alameda ",4.16611371,136,0.347826086956522
"2523","San Bernardino",6.583824033,363,0.796052631578947
"2524","Los Angeles",6.809311363,1609,0.640780565511748
"2525","San Bernardino",6.179451233,318,0.697368421052632
"2526","Alameda ",5.25093542033333,290.5,0.742966751918159
"2527","Los Angeles",4.826241845,278,0.110712863401035
"2528","San Diego",4.937388862,441,0.598371777476255
"2529","Los Angeles",5.22012426,431,0.171644763042613
"2530","Los Angeles",6.438084617,1333,0.530864197530864
"2531","Plumas ",2.9344559365,3,0.428571428571429
"2532","San Luis Obispo",4.231414773,32,0.477611940298507
"2533","Los Angeles",8.408583368,2364,0.941457586618877
"2534","Los Angeles",3.539719446,57,0.022700119474313
"2535","Los Angeles",4.662757335,223,0.0888092393468738
"2536","Monterey ",3.646811191,41.5,0.399038461538462
"2537","Merced ",7.292366394,63,0.984375
"2538","Kings ",5.565214441,17,0.586206896551724
"2539","Inyo ",5.33350643833333,8,0.888888888888889
"2540","Los Angeles",6.381499921,1282,0.510553564317005
"2541","Los Angeles",3.152555815,19,0.00756670649143767
"2542","Los Angeles",6.9638783315,1717,0.68379131819992
"2543","Kings ",4.488630216,3,0.103448275862069
"2544","Los Angeles",3.382091756,45,0.017921146953405
"2545","San Bernardino",2.935825379,35,0.0767543859649123
"2546","Los Angeles",5.559024718,634,0.252489048187973
"2547","Los Angeles",6.835462824,1630,0.649143767423337
"2548","Los Angeles",5.241257521,440.5,0.175428116288331
"2549","Los Angeles",7.320646542,1945,0.774591796097172
"2550","Orange ",6.495006208,430,0.707236842105263
"2551","San Francisco",4.403404815,107,0.440329218106996
"2552","Los Angeles",6.542192742,1410,0.561529271206691
"2553","Los Angeles",6.52767115,1400,0.557546794105934
"2554","San Bernardino",4.988152825,175,0.383771929824561
"2555","Los Angeles",5.453518189,565,0.225009956192752
"2556","San Joaquin",5.435638435,73,0.426900584795322
"2557","Los Angeles",5.324293565,486,0.193548387096774
"2558","Monterey ",4.861289396,77,0.740384615384615
"2559","Santa Barbara",4.92987986,70,0.648148148148148
"2560","Los Angeles",6.369965251,1270,0.505774591796097
"2561","Sacramento ",4.109883773,165,0.452054794520548
"2562","Los Angeles",8.9270760825,2455,0.977698128235763
"2563","Tulare ",7.836413367,94.5,0.935643564356436
"2564","San Francisco",4.898498802,155.5,0.639917695473251
"2565","San Bernardino",6.33034971,329,0.721491228070175
"2566","Orange ",4.944008138,192,0.315789473684211
"2567","San Joaquin",4.537756951,34,0.198830409356725
"2568","Los Angeles",5.87019485,860.5,0.342692154520112
"2569","Los Angeles",8.3500575405,2346,0.934289127837515
"2570","Tulare ",5.874500003,28,0.277227722772277
"2571","Los Angeles",6.386233118,1289,0.513341298287535
"2572","Sacramento ",1.660192835,2,0.00547945205479452
"2573","Los Angeles",6.243379227,1147,0.45679012345679
"2574","Los Angeles",7.300589093,1927,0.76742333731581
"2575","San Diego",7.25686752,731,0.991858887381275
"2576","Los Angeles",8.4201310915,2368,0.94305057745918
"2577","Los Angeles",7.809148135,2194,0.873755475906014
"2578","Ventura ",4.271195323,52,0.27807486631016
"2579","Los Angeles",6.311165441,1222,0.486658701712465
"2580","San Mateo",3.699478251,44,0.254335260115607
"2581","Modoc ",NA,4,1
"2582","San Bernardino",6.202271337,320,0.701754385964912
"2583","Monterey ",2.995595658,23,0.221153846153846
"2584","Los Angeles",4.703123988,237,0.0943847072879331
"2585","Alameda ",4.540656958,193,0.493606138107417
"2586","San Francisco",5.72240301366667,202.5,0.833333333333333
"2587","San Diego",3.844124744,197,0.26729986431479
"2588","San Francisco",4.294179791,97,0.39917695473251
"2589","Los Angeles",5.580097192,647,0.257666268418957
"2590","San Diego",3.048152684,66,0.0895522388059701
"2591","Los Angeles",6.585010284,1443,0.574671445639188
"2592","San Francisco",3.810720268,58,0.238683127572016
"2593","Los Angeles",6.6570530495,1517,0.604141776184787
"2594","Sacramento ",6.819395339,358,0.980821917808219
"2595","Los Angeles",3.950186783,100,0.0398247710075667
"2596","Los Angeles",5.978808476,938.5,0.373755475906014
"2597","San Francisco",3.688324478,48,0.197530864197531
"2598","Imperial ",4.964795174,9,0.225
"2599","Monterey ",4.34652951,64,0.615384615384615
"2600","Los Angeles",5.573245529,644,0.25647152528873
"2601","Los Angeles",6.334451823,1246.5,0.496415770609319
"2602","Alameda ",6.421009816,367,0.938618925831202
"2603","Orange ",4.162918305,84,0.138157894736842
"2604","San Mateo",3.749575729,47,0.271676300578035
"2605","San Joaquin",4.234530014,23,0.134502923976608
"2606","Mendocino ",3.07434425466667,3,0.130434782608696
"2607","San Mateo",4.854861183,109,0.630057803468208
"2608","San Diego",4.859083358,424,0.575305291723202
"2609","San Francisco",4.174792203,90,0.37037037037037
"2610","Alameda ",4.747877074,229,0.585677749360614
"2611","Santa Clara",3.149238749,57,0.14004914004914
"2612","Los Angeles",7.514306634,2058.5,0.819792911190761
"2613","San Bernardino",3.199091258,55,0.120614035087719
"2614","Los Angeles",5.732827775,756,0.301075268817204
"2615","Santa Barbara",5.506984266,88,0.814814814814815
"2616","Fresno ",5.208656906,61,0.269911504424779
"2617","Los Angeles",5.632087692,686,0.273197929111908
"2618","Alameda ",4.259222057,148,0.378516624040921
"2619","Napa ",4.8167162785,27,0.6
"2620","Kern ",5.577229567,137.5,0.565843621399177
"2621","San Bernardino",7.628888715,430.5,0.944078947368421
"2622","Los Angeles",6.795175754,1598,0.636399840700916
"2623","Trinity ",3.4603196145,3,0.75
"2624","San Diego",4.35441634966667,305,0.413839891451832
"2625","Los Angeles",7.038282822,1767,0.703703703703704
"2626","Orange ",4.437310849,117,0.192434210526316
"2627","Riverside ",4.522686967,275,0.530888030888031
"2628","Los Angeles",4.233813142,122,0.0485862206292314
"2629","Sacramento ",4.524577806,203,0.556164383561644
"2630","Riverside ",8.141872705,513.5,0.991312741312741
"2631","Alameda ",6.192619158,352,0.900255754475703
"2632","Stanislaus ",7.300568326,104,0.936936936936937
"2633","San Diego",4.092937486,253.5,0.343962008141113
"2634","Los Angeles",7.832170569,2198,0.875348466746316
"2635","Kern ",4.8322208305,60,0.246913580246914
"2636","Tulare ",6.531821551,60.5,0.599009900990099
"2637","Yolo ",5.105013922,32.5,0.613207547169811
"2638","Merced ",5.952544508,20,0.3125
"2639","San Mateo",7.368386406,172,0.994219653179191
"2640","Sonoma ",3.9828866645,69,0.570247933884298
"2641","San Bernardino",7.119657907,408,0.894736842105263
"2642","Orange ",5.650173601,299,0.491776315789474
"2643","Humboldt ",3.492027866,20,0.571428571428571
"2644","Riverside ",3.643807455,148.5,0.286679536679537
"2645","Los Angeles",6.892930364,1668,0.664277180406213
"2646","Los Angeles",6.0007295,957.5,0.381322182397451
"2647","San Luis Obispo",6.4735904975,64,0.955223880597015
"2648","Orange ",5.038169594,208,0.342105263157895
"2649","Orange ",6.1220346615,376,0.618421052631579
"2650","Shasta ",3.810450741,36,0.72
"2651","Kern ",5.333676872,110,0.452674897119342
"2652","Tulare ",6.065979049,36,0.356435643564356
"2653","Los Angeles",8.713388135,2426,0.966148944643568
"2654","San Diego",3.360379951,114,0.154681139755767
"2655","Alameda ",4.778761011,234,0.59846547314578
"2656","Los Angeles",5.903618807,885,0.352449223416965
"2657","Merced ",6.4139705532,39,0.609375
"2658","San Francisco",4.7870774,145.5,0.598765432098765
"2659","Trinity ",3.650446347,4,1
"2660","Fresno ",5.935833749,110,0.486725663716814
"2661","Santa Clara",4.7536919755,267,0.656019656019656
"2662","Los Angeles",6.777790884,1586,0.631620868180008
"2663","Stanislaus ",7.0530593255,97,0.873873873873874
"2664","Orange ",6.419185235,420,0.690789473684211
"2665","San Diego",5.3394433405,543.5,0.737449118046133
"2666","Los Angeles",5.52093565,609.5,0.242731979291119
"2667","Los Angeles",7.069120934,1786.5,0.711469534050179
"2668","Alameda ",6.3327439095,359,0.918158567774936
"2669","Mendocino ",4.164964985,15,0.652173913043478
"2670","Los Angeles",6.034761078,987.5,0.393269613699721
"2671","Tulare ",5.60660468,20,0.198019801980198
"2672","Mariposa ",3.051427836,1.5,0.25
"2673","San Francisco",3.30882361933333,27,0.111111111111111
"2674","Los Angeles",5.202654395,422,0.168060533651931
"2675","Kern ",5.955577246,161,0.662551440329218
"2676","Los Angeles",6.689668886,1533,0.610513739545998
"2677","Fresno ",6.176455718,128,0.566371681415929
"2678","Tulare ",4.132165879,1,0.0099009900990099
"2679","San Diego",4.260918799,281,0.381275440976933
"2680","San Bernardino",2.335955245,16.5,0.0361842105263158
"2681","Riverside ",3.390469041,113.5,0.219111969111969
"2682","San Mateo",4.310860809,70,0.404624277456647
"2683","Santa Barbara",2.875142744,7,0.0648148148148148
"2684","Tulare ",6.513035414,58,0.574257425742574
"2685","Los Angeles",5.425867608,550,0.219036240541617
"2686","San Diego",4.8902258095,429,0.582089552238806
"2687","San Joaquin",4.586512935,35,0.204678362573099
"2688","Los Angeles",6.881185817,1657,0.65989645559538
"2689","Los Angeles",5.368440843,514,0.204699322978893
"2690","Los Angeles",4.754000011,254,0.101154918359219
"2691","San Diego",3.209445188,92,0.12483039348711
"2692","Los Angeles",8.018644033,2258,0.899243329350856
"2693","Los Angeles",4.453186614,166,0.0661091198725607
"2694","Riverside ",4.646856996,293,0.565637065637066
"2695","Los Angeles",6.814039038,1615,0.643170051772202
"2696","Los Angeles",6.928881956,1692.5,0.674034249303067
"2697","Yolo ",4.259805366,19,0.358490566037736
"2698","Riverside ",7.628200791,501,0.967181467181467
"2699","Alameda ",4.80525594933333,238,0.608695652173913
"2700","Los Angeles",7.649532858,2110,0.840302668259657
"2701","Santa Clara",5.597737822,349,0.857493857493858
"2702","San Mateo",4.738740337,99,0.572254335260116
"2703","Sacramento ",4.624242192,213,0.583561643835616
"2704","Napa ",4.10758368533333,14,0.311111111111111
"2705","Santa Clara",6.097064744,382,0.938574938574939
"2706","Los Angeles",6.305060413,1214,0.48347272003186
"2707","Los Angeles",5.7824899126,799,0.318199920350458
"2708","Yuba ",5.520399832,12.5,0.694444444444444
"2709","Santa Clara",4.236682895,183,0.44963144963145
"2710","Los Angeles",6.012036849,967,0.38510553564317
"2711","Fresno ",6.402828296,153,0.676991150442478
"2712","Alameda ",3.363455951,48,0.122762148337596
"2713","Los Angeles",7.211908213,1889,0.752289924332935
"2714","Alameda ",6.293631351,354,0.90537084398977
"2715","Contra Costa",4.75297626933333,141,0.61304347826087
"2716","San Diego",6.701823682,718.5,0.974898236092266
"2717","Placer ",5.497452035,85,0.923913043478261
"2718","Los Angeles",5.58440362,649,0.258462763839108
"2719","Sacramento ",4.5647483745,212,0.580821917808219
"2720","Orange ",5.595380931,288,0.473684210526316
"2721","Riverside ",2.80709164,49,0.0945945945945946
"2722","Los Angeles",6.017164365,973,0.387495021903624
"2723","Los Angeles",6.539964396,1408,0.560732775786539
"2724","Los Angeles",4.3169000495,139,0.0553564317005177
"2725","Los Angeles",5.727653658,752,0.299482277976902
"2726","Los Angeles",3.453184529,51,0.020310633213859
"2727","Butte ",4.359831957,27,0.5
"2728","Sacramento ",5.30339238,278,0.761643835616438
"2729","Kern ",5.7480322425,152,0.625514403292181
"2730","Los Angeles",5.095790973,379,0.150935882118678
"2731","Los Angeles",9.178074098,2480.5,0.987853444842692
"2732","Los Angeles",4.471192312,168,0.0669056152927121
"2733","Santa Clara",4.732836029,263,0.646191646191646
"2734","Shasta ",3.721727135,32,0.64
"2735","Los Angeles",4.617393646,212,0.0844285145360414
"2736","Stanislaus ",4.767560567,12,0.108108108108108
"2737","Riverside ",7.348479285,496,0.957528957528958
"2738","San Francisco",4.087278428,78.5,0.323045267489712
"2739","Orange ",5.881388478,342,0.5625
"2740","Fresno ",6.67756581,174,0.769911504424779
"2741","Solano ",5.3817512065,82,0.863157894736842
"2742","Fresno ",4.467729557,19,0.084070796460177
"2743","San Bernardino",6.590644643,364,0.798245614035088
"2744","Orange ",3.710807999,52,0.0855263157894737
"2745","Riverside ",5.118409827,349,0.673745173745174
"2746","Los Angeles",5.066108941,370,0.147351652727997
"2747","Los Angeles",7.732880717,2157,0.859020310633214
"2748","San Diego",4.341706035,300,0.407055630936228
"2749","Contra Costa",4.6731445885,132,0.573913043478261
"2750","San Diego",2.823157974,33.5,0.0454545454545455
"2751","Orange ",4.623997512,151,0.248355263157895
"2752","Trinity ",3.092525595,2,0.5
"2753","San Diego",5.397974407,555.5,0.753731343283582
"2754","Los Angeles",6.258274988,1162,0.462763839107925
"2755","Los Angeles",4.400067053,154,0.0613301473516527
"2756","Sacramento ",3.757648516,128,0.350684931506849
"2757","San Bernardino",7.192339083,412,0.903508771929825
"2758","Santa Barbara",4.424747473,54,0.5
"2759","Riverside ",6.871380505,480,0.926640926640927
"2760","Santa Clara",4.411612597,211.5,0.51965601965602
"2761","Sacramento ",4.7793747235,225.5,0.617808219178082
"2762","Los Angeles",6.67098353,1526,0.607726005575468
"2763","Los Angeles",5.781195353,796.5,0.317204301075269
"2764","Santa Clara",6.353822844,389,0.955773955773956
"2765","Fresno ",7.164616204,198.5,0.878318584070796
"2766","Los Angeles",7.736612167,2158,0.85941855834329
"2767","Fresno ",4.839631008,35,0.154867256637168
"2768","San Francisco",4.107727325,84,0.345679012345679
"2769","Riverside ",3.976811651,194.5,0.375482625482626
"2770","San Diego",4.112238302,257,0.348710990502035
"2771","Alameda ",5.87709739466667,334,0.854219948849105
"2772","Los Angeles",6.547669578,1417,0.56431700517722
"2773","Santa Barbara",5.0210840954,74,0.685185185185185
"2774","Napa ",4.890803265,30,0.666666666666667
"2775","Los Angeles",5.439521763,556,0.221425726802071
"2776","San Bernardino",5.100259042,188.5,0.413377192982456
"2777","San Diego",4.657351471,392,0.531886024423338
"2778","Riverside ",6.293407658,446,0.861003861003861
"2779","Ventura ",4.980344512,96,0.513368983957219
"2780","Los Angeles",7.065497348,1782.5,0.709876543209877
"2781","Los Angeles",5.94931392,920,0.366387893269614
"2782","Merced ",7.006440649,61,0.953125
"2783","Los Angeles",6.232210918,1138,0.453205894066109
