,GEOID,AreaWeightScore10,PollutionScore,Match,,
127,6067008907,4.812071569,4.812071569,TRUE,,
128,6037121802,7.244814214,7.244814214,TRUE,,
129,6037139600,6.736425489,6.736425489,TRUE,,
130,6029002702,6.457248476,6.457248476,TRUE,,
131,6037135205,3.691017146,3.691017146,TRUE,,
132,6041108100,0.96813701,2.904544937,FALSE,,
133,6059087505,5.726161086,5.726161086,TRUE,,
134,6067009335,5.09888702,5.09888702,TRUE,,
135,6037275312,7.454992604,7.454992604,TRUE,,
136,6037650603,5.079377446,5.079377446,TRUE,,
137,6071007108,3.37281647,6.923942182,FALSE,,
138,6037271600,6.050666985,6.050666985,TRUE,,
139,6075011700,5.243407122,5.243407122,TRUE,,
140,6037188202,6.647212037,6.647212037,TRUE,,
141,6077003407,4.734994998,4.734994998,TRUE,,
142,6001422400,4.546524216,4.546524216,TRUE,,
143,6031000603,4.522311873,4.522311873,TRUE,,
144,6075012901,5.431602507,5.431602507,TRUE,,
145,6059089104,6.06420752,6.06420752,TRUE,,
146,6067004017,2.555778678,2.555778678,TRUE,,
147,6059086502,8.349750234,8.349750234,TRUE,,
148,6085506304,3.385467783,3.385467783,TRUE,,
149,6029003808,4.861319653,4.861319653,TRUE,,
150,6059074110,5.273715164,5.273715164,TRUE,,
151,6075021200,2.595834301,2.595834301,TRUE,,
152,6059075505,3.094383104,5.665622224,FALSE,,
153,6085512200,3.142745609,3.142745609,TRUE,,
154,6019005914,2.272344892,4.499808496,FALSE,,
155,6037221120,6.155218146,6.155218146,TRUE,,
156,6013383000,1.610783113,5.943917537,FALSE,,
157,6075010401,5.174930187,5.174930187,TRUE,,
158,6107001009,3.242790251,5.886851508,FALSE,,
159,6073015701,5.090105661,5.090105661,TRUE,,
160,6037603008,7.469680635,7.469680635,TRUE,,
161,6029002401,7.332869923,7.332869923,TRUE,,
162,6037600100,5.853637685,5.853637685,TRUE,,
163,6075060702,3.278495754,6.443037369,FALSE,,
164,6037551201,5.022356817,5.022356817,TRUE,,
165,6037431004,7.101065878,7.101065878,TRUE,,
166,6037480500,6.382471599,6.382471599,TRUE,,
167,6081612002,6.228109219,6.228109219,TRUE,,
168,6019001303,6.638167868,6.638167868,TRUE,,
169,6075023003,5.653699674,5.653699674,TRUE,,
170,6053012504,0.835134762,3.170361671,FALSE,,
171,6075022903,2.240303377,6.89268738,FALSE,,
172,6037211704,5.847197563,5.847197563,TRUE,,
173,6037920313,5.230420221,5.230420221,TRUE,,
174,6073018620,5.292699187,5.292699187,TRUE,,
175,6009000122,1.506925908,2.617502296,FALSE,,
176,6031000406,5.011239374,5.011239374,TRUE,,
177,6075030201,3.696339847,3.696339847,TRUE,,
178,6037103201,6.089897549,6.089897549,TRUE,,
179,6037134905,6.593525659,6.593525659,TRUE,,
180,6037104620,6.396766433,6.396766433,TRUE,,
181,6067002100,7.31183123,7.31183123,TRUE,,
182,6037267202,6.331488828,6.331488828,TRUE,,
183,6037127803,6.268372098,6.268372098,TRUE,,
184,6037275313,7.454992604,7.454992604,TRUE,,
185,6037236206,5.980879477,5.980879477,TRUE,,
186,6013345102,2.879341054,2.879341054,TRUE,,
187,6037920110,3.509107789,3.509107789,TRUE,,
188,6037293205,6.799414195,6.799414195,TRUE,,
189,6029002814,5.50282216,5.50282216,TRUE,,
190,6065031001,5.592101417,5.592101417,TRUE,,
191,6097153808,5.483103171,5.483103171,TRUE,,
192,6037240402,6.953205144,6.953205144,TRUE,,
193,6037127806,6.613497646,6.613497646,TRUE,,
194,6047001003,2.64648988,5.534537292,FALSE,,
195,6065044925,2.274396717,2.274396717,TRUE,,
196,6081609000,1.331416668,4.179727307,FALSE,,
197,6085512505,1.627044419,3.798287452,FALSE,,
198,6037552900,6.004603141,6.004603141,TRUE,,
199,6077005141,6.964471551,6.964471551,TRUE,,
200,6059099404,2.24633876,4.723827923,FALSE,,
201,6037433305,7.344734186,7.344734186,TRUE,,
202,6059052411,3.317479439,6.272271228,FALSE,,
203,6037293302,6.834664643,6.834664643,TRUE,,
204,6037600501,1.969321429,7.452645691,FALSE,,
205,6037620901,4.443161242,4.443161242,TRUE,,
206,6077005140,3.484194553,7.25907042,FALSE,,
207,6013313104,5.146540444,5.146540444,TRUE,,
208,6075010201,5.121050235,5.121050235,TRUE,,
209,6085506102,4.037672148,4.037672148,TRUE,,
210,6059052528,3.931698591,3.931698591,TRUE,,
211,6085509404,5.195296416,5.195296416,TRUE,,
212,6059063803,4.577093806,4.577093806,TRUE,,
213,6075022704,6.39760509,6.39760509,TRUE,,
214,6037208904,6.6338149,6.6338149,TRUE,,
215,6097151204,2.091750628,3.812178759,FALSE,,
216,6077005130,6.634429202,6.634429202,TRUE,,
217,6029003217,5.567355608,5.567355608,TRUE,,
218,6081605800,1.357125741,3.633131095,FALSE,,
219,6065043818,3.963461124,3.963461124,TRUE,,
220,6037231901,7.285131771,7.285131771,TRUE,,
221,6059087001,6.159063878,6.159063878,TRUE,,
222,6059099233,4.770044772,4.770044772,TRUE,,
223,6037269906,5.175646848,5.175646848,TRUE,,
224,6065042508,5.271385213,5.271385213,TRUE,,
225,6065043315,2.967518008,2.967518008,TRUE,,
226,6071001309,6.547903223,6.547903223,TRUE,,
227,6013311000,6.153011402,6.153011402,TRUE,,
228,6067001602,6.785229217,6.785229217,TRUE,,
229,6065042012,2.590871999,6.468376784,FALSE,,
230,6037600902,6.124032713,6.124032713,TRUE,,
231,6085504802,3.07873138,5.727182901,FALSE,,
232,6073008002,2.761853262,2.761853262,TRUE,,
233,6099000512,4.707597727,4.707597727,TRUE,,
234,6073015802,4.969130162,4.969130162,TRUE,,
235,6001423200,6.14148388,6.14148388,TRUE,,
236,6037115301,5.715511561,5.715511561,TRUE,,
237,6067006400,3.206252199,6.200550191,FALSE,,
238,6001444200,3.566578939,3.566578939,TRUE,,
239,6037125402,3.33024728,6.386775466,FALSE,,
240,6047001200,4.583515073,4.583515073,TRUE,,
241,6059032022,1.702250784,4.374456458,FALSE,,
242,6029002811,4.376398109,4.376398109,TRUE,,
243,6037531702,6.988685155,6.988685155,TRUE,,
244,6071002307,4.270356628,4.270356628,TRUE,,
245,6037121801,6.119597706,6.119597706,TRUE,,
246,6065045233,4.121737388,4.121737388,TRUE,,
247,6055200705,4.335185355,4.335185355,TRUE,,
248,6007002402,4.757177349,4.757177349,TRUE,,
249,6037131024,7.003538605,7.003538605,TRUE,,
250,6065042507,2.901587084,6.786835788,FALSE,,
251,6037534700,2.71511525,5.765125723,FALSE,,
252,6027000200,3.628449404,3.628449404,TRUE,,
253,6073009602,4.905171414,4.905171414,TRUE,,
254,6037572201,3.797009423,7.213006722,FALSE,,
255,6037237900,5.117110764,5.117110764,TRUE,,
256,6077005312,2.914626228,6.350429642,FALSE,,
257,6013339004,5.565343241,5.565343241,TRUE,,
258,6067007434,4.001485491,4.001485491,TRUE,,
259,6019006405,5.169737491,5.169737491,TRUE,,
260,6037216700,6.929748112,6.929748112,TRUE,,
261,6037433403,7.983652135,7.983652135,TRUE,,
262,6037577800,1.584360963,7.614714683,FALSE,,
263,6103000100,2.1455681,4.274223812,FALSE,,
264,6019007903,1.523819613,5.283866336,FALSE,,
265,6019004215,4.862729544,4.862729544,TRUE,,
266,6107003903,5.715058369,5.715058369,TRUE,,
267,6067009502,3.49481648,3.49481648,TRUE,,
268,6095252913,1.324335596,3.633567576,FALSE,,
269,6085504806,2.854947372,5.50546993,FALSE,,
270,6001444100,4.396964333,4.396964333,TRUE,,
271,6019005302,6.120766977,6.120766977,TRUE,,
272,6013303204,5.226425122,5.226425122,TRUE,,
273,6001404102,4.374435038,4.374435038,TRUE,,
274,6001432602,5.311174632,5.311174632,TRUE,,
275,6075015801,4.099302373,4.099302373,TRUE,,
276,6067009108,3.496494945,3.496494945,TRUE,,
277,6037102105,8.592008837,8.592008837,TRUE,,
278,6001404000,2.449412197,4.590274141,FALSE,,
279,6053011002,2.530387407,2.530387407,TRUE,,
280,6037199110,6.268080397,6.268080397,TRUE,,
281,6075035201,3.068357593,3.068357593,TRUE,,
282,6037433307,7.716094757,7.716094757,TRUE,,
283,6001438100,5.37358762,5.37358762,TRUE,,
284,6001450604,3.852995093,3.852995093,TRUE,,
285,6001426200,1.07025135,4.535014923,FALSE,,
286,6045010601,2.082972254,4.367539627,FALSE,,
287,6053011305,4.396699997,4.396699997,TRUE,,
288,6065045214,4.010215832,4.010215832,TRUE,,
289,6037293203,3.484678052,8.067555197,FALSE,,
290,6107002303,6.862435791,6.862435791,TRUE,,
291,6037115202,7.194335723,7.194335723,TRUE,,
292,6037134710,6.172982778,6.172982778,TRUE,,
293,6067001601,3.392649566,6.797863961,FALSE,,
294,6075020201,5.021837329,5.021837329,TRUE,,
295,6037311802,9.007562777,9.007562777,TRUE,,
296,6045011800,2.197869154,2.197869154,TRUE,,
297,6067009319,5.059440828,5.059440828,TRUE,,
298,6037188300,8.042383634,8.042383634,TRUE,,
299,6085506606,2.02868105,3.83899204,FALSE,,
300,6077005212,5.307671893,5.307671893,TRUE,,
301,6037620301,5.574866485,5.574866485,TRUE,,
302,6037222200,5.772669511,5.772669511,TRUE,,
303,6029000601,5.59747875,5.59747875,TRUE,,
304,6037206050,4.657575185,9.246612234,FALSE,,
305,6107001706,2.803306916,6.163523586,FALSE,,
306,6037571600,5.218081105,5.218081105,TRUE,,
307,6001441926,1.91761887,4.104722363,FALSE,,
308,6037131300,5.392441936,5.392441936,TRUE,,
309,6029003129,4.903131836,4.903131836,TRUE,,
310,6073008378,4.015412635,4.015412635,TRUE,,
311,6073017603,2.615301912,4.924376687,FALSE,,
312,6037201700,7.879475183,7.879475183,TRUE,,
313,6037209104,6.760509073,6.760509073,TRUE,,
314,6037532700,7.862728561,7.862728561,TRUE,,
315,6029003822,4.96360996,4.96360996,TRUE,,
316,6037128801,6.351838797,6.351838797,TRUE,,
317,6075980900,2.274495457,6.704105228,FALSE,,
318,6071009130,2.508036961,2.508036961,TRUE,,
319,6037128500,5.995631122,5.995631122,TRUE,,
320,6065040621,6.685526987,6.685526987,TRUE,,
321,6037576302,5.650859059,5.650859059,TRUE,,
322,6037190901,7.367208844,7.367208844,TRUE,,
323,6111003101,5.569125343,5.569125343,TRUE,,
324,6037534102,8.444776373,8.444776373,TRUE,,
325,6099000911,1.883561209,4.444701072,FALSE,,
326,6029003810,2.222736575,4.889515526,FALSE,,
327,6065042410,2.766079406,2.766079406,TRUE,,
328,6099003612,4.995782159,4.995782159,TRUE,,
329,6063000202,2.70381674,2.70381674,TRUE,,
330,6037231400,5.398499332,5.398499332,TRUE,,
331,6085512058,4.397877645,4.397877645,TRUE,,
332,6073007401,4.952172827,4.952172827,TRUE,,
333,6065050402,3.643807455,3.643807455,TRUE,,
334,6113010203,8.291958087,8.291958087,TRUE,,
335,6001444500,5.700892657,5.700892657,TRUE,,
336,6013339003,2.779863008,4.934722809,FALSE,,
337,6019004802,2.498713147,4.955500539,FALSE,,
338,6001400300,2.239016957,4.986212613,FALSE,,
339,6037211122,7.276587375,7.276587375,TRUE,,
340,6073014200,2.569550877,4.407265042,FALSE,,
341,6073002302,4.200972993,4.200972993,TRUE,,
342,6073003303,2.655908379,5.616376151,FALSE,,
343,6085505203,2.81276751,6.315027047,FALSE,,
344,6037143102,7.806131425,7.806131425,TRUE,,
345,6065041913,1.957351489,4.231352698,FALSE,,
346,6065043519,5.113140946,5.113140946,TRUE,,
347,6097154100,2.130046344,4.607817145,FALSE,,
348,6037901101,3.365250184,3.365250184,TRUE,,
349,6037121210,8.311370786,8.311370786,TRUE,,
350,6073000301,5.034792806,5.034792806,TRUE,,
351,6073017501,2.308077677,4.446749305,FALSE,,
352,6037900506,3.304606272,3.304606272,TRUE,,
353,6037550902,5.261891885,5.261891885,TRUE,,
354,6037276000,6.560477864,6.560477864,TRUE,,
355,6059063903,5.704900467,5.704900467,TRUE,,
356,6075020101,5.759688654,5.759688654,TRUE,,
357,6071002804,2.664023771,5.739306435,FALSE,,
358,6071004902,3.513680331,5.912591979,FALSE,,
359,6001422200,5.1135167,5.1135167,TRUE,,
360,6037269800,6.27447156,6.27447156,TRUE,,
361,6037577200,NA,NA,TRUE,,
362,6065045126,3.709282615,3.709282615,TRUE,,
363,6081610500,5.814650824,5.814650824,TRUE,,
364,6083002706,4.060214877,4.060214877,TRUE,,
365,6037242000,6.526994177,6.526994177,TRUE,,
366,6085513000,2.470185169,5.018674031,FALSE,,
367,6059099232,5.568660112,5.568660112,TRUE,,
368,6079010104,2.457709299,4.064528631,FALSE,,
369,6067008130,4.203048871,4.203048871,TRUE,,
370,6067005605,4.547450114,4.547450114,TRUE,,
371,6037139505,6.256922708,6.256922708,TRUE,,
372,6065049101,2.706007454,2.706007454,TRUE,,
373,6001409800,4.37509544,4.37509544,TRUE,,
374,6067002700,4.902922338,4.902922338,TRUE,,
375,6065040405,5.876789885,5.876789885,TRUE,,
376,6037480803,7.097312393,7.097312393,TRUE,,
377,6037122410,7.537036175,7.537036175,TRUE,,
378,6037271500,4.499800714,4.499800714,TRUE,,
379,6073018302,5.368494505,5.368494505,TRUE,,
380,6059052416,4.828576745,4.828576745,TRUE,,
381,6059110012,2.049401667,6.920865402,FALSE,,
382,6037405302,6.696977715,6.696977715,TRUE,,
383,6037123205,7.387706851,7.387706851,TRUE,,
384,6065042509,4.181811049,4.181811049,TRUE,,
385,6065042520,3.550345986,3.550345986,TRUE,,
386,6077003406,4.040162141,4.040162141,TRUE,,
387,6037239602,6.905538269,6.905538269,TRUE,,
388,6047000602,5.134947013,5.134947013,TRUE,,
389,6037127910,6.315514484,6.315514484,TRUE,,
390,6037310501,8.555245187,8.555245187,TRUE,,
391,6037576901,5.088757265,5.088757265,TRUE,,
392,6037553702,2.646783551,7.438231954,FALSE,,
393,6061022500,2.56309019,2.56309019,TRUE,,
394,6019004706,5.424470866,5.424470866,TRUE,,
395,6047000204,6.037813486,6.037813486,TRUE,,
396,6071001704,3.463784693,6.957120109,FALSE,,
397,6037212203,6.31716416,6.31716416,TRUE,,
398,6071000307,7.343039045,7.343039045,TRUE,,
399,6019005305,5.761369708,5.761369708,TRUE,,
400,6037139502,7.115042999,7.115042999,TRUE,,
401,6067004019,3.818112784,3.818112784,TRUE,,
402,6037221500,6.219253336,6.219253336,TRUE,,
403,6067004802,4.938602098,4.938602098,TRUE,,
404,6059074802,7.064348057,7.064348057,TRUE,,
405,6037222002,5.014245741,5.014245741,TRUE,,
406,6087121702,4.40143948,4.40143948,TRUE,,
407,6037901009,4.283678473,4.283678473,TRUE,,
408,6037113234,6.200300417,6.200300417,TRUE,,
409,6075012902,5.706551031,5.706551031,TRUE,,
410,6065030501,2.105465944,7.096555503,FALSE,,
411,6001441800,3.45212053,3.45212053,TRUE,,
412,6095252316,3.510062165,3.510062165,TRUE,,
413,6081611901,2.190675711,6.163219067,FALSE,,
414,6037269907,5.451586267,5.451586267,TRUE,,
415,6077001102,5.060340337,5.060340337,TRUE,,
416,6065041406,5.85609663,5.85609663,TRUE,,
417,6067001103,6.354249037,6.354249037,TRUE,,
418,6061021046,3.489602103,3.489602103,TRUE,,
419,6085512031,1.394637665,3.04165551,FALSE,,
420,6085511301,3.983551947,3.983551947,TRUE,,
421,6073010005,4.484104835,4.484104835,TRUE,,
422,6059099311,3.678163149,3.678163149,TRUE,,
423,6065043314,2.733860191,2.733860191,TRUE,,
424,6037189101,5.8344132,5.8344132,TRUE,,
425,6013340003,1.301600447,2.806811073,FALSE,,
426,6065046800,3.935859139,3.935859139,TRUE,,
427,6077005127,6.858538601,6.858538601,TRUE,,
428,6001423300,6.048046311,6.048046311,TRUE,,
429,6037541606,7.15619843,7.15619843,TRUE,,
430,6073020903,2.20867238,4.771915753,FALSE,,
431,6031000602,4.231891421,4.231891421,TRUE,,
432,6067003001,4.854739159,4.854739159,TRUE,,
433,6029000506,5.251107339,5.251107339,TRUE,,
434,6001436602,2.246068997,4.757554835,FALSE,,
435,6037531202,6.412705936,6.412705936,TRUE,,
436,6037670406,2.700186149,2.700186149,TRUE,,
437,6071000103,6.41211944,6.41211944,TRUE,,
438,6037108104,3.822347989,3.822347989,TRUE,,
439,6111008101,5.211838165,5.211838165,TRUE,,
440,6037185320,8.555596548,8.555596548,TRUE,,
441,6037273200,6.308832916,6.308832916,TRUE,,
442,6037910218,1.915687868,4.920875694,FALSE,,
443,6037910504,3.760644701,3.760644701,TRUE,,
444,6037221304,5.773805123,5.773805123,TRUE,,
445,6089012606,3.603597941,3.603597941,TRUE,,
446,6071002314,5.43443151,5.43443151,TRUE,,
447,6037106646,5.925044602,5.925044602,TRUE,,
448,6065043271,3.315399289,3.315399289,TRUE,,
449,6037576601,5.661388103,5.661388103,TRUE,,
450,6037910601,3.899931814,3.899931814,TRUE,,
451,6075012301,5.145537469,5.145537469,TRUE,,
452,6071008003,7.417256389,7.417256389,TRUE,,
453,6075047902,2.272097023,4.349305581,FALSE,,
454,6037570703,2.838277807,5.577205532,FALSE,,
455,6079010902,2.437723017,4.643784949,FALSE,,
456,6079011505,1.65509598,4.976699828,FALSE,,
457,6073016301,5.449747182,5.449747182,TRUE,,
458,6075011902,4.721668817,4.721668817,TRUE,,
459,6029003806,4.279483289,4.279483289,TRUE,,
460,6037218300,7.773770527,7.773770527,TRUE,,
461,6037231302,5.734934589,5.734934589,TRUE,,
462,6037543605,6.647978874,6.647978874,TRUE,,
463,6037270102,6.812585357,6.812585357,TRUE,,
464,6033000702,3.291249593,3.291249593,TRUE,,
465,6037550601,8.086697302,8.086697302,TRUE,,
466,6013355124,1.701461093,1.701461093,TRUE,,
467,6029003815,5.361331318,5.361331318,TRUE,,
468,6075010500,4.628372965,4.628372965,TRUE,,
469,6099003400,1.400332255,6.9731988,FALSE,,
470,6077004305,1.829623602,4.888958756,FALSE,,
471,6013340001,2.636067093,4.817754091,FALSE,,
472,6075010902,4.599279172,4.599279172,TRUE,,
473,6071000904,6.732501156,6.732501156,TRUE,,
474,6077005221,6.920297267,6.920297267,TRUE,,
475,6001405100,4.314256948,4.314256948,TRUE,,
476,6029005005,5.335817094,5.335817094,TRUE,,
477,6081600702,2.427912243,4.702189924,FALSE,,
478,6037702501,6.988766095,6.988766095,TRUE,,
479,6083002310,4.385440443,4.385440443,TRUE,,
480,6059075506,5.138520418,5.138520418,TRUE,,
481,6037302505,7.909256711,7.909256711,TRUE,,
482,6081610601,1.638134912,4.686844598,FALSE,,
483,6029003207,6.708137764,6.708137764,TRUE,,
484,6029002303,7.065494863,7.065494863,TRUE,,
485,6059086404,7.81071423,7.81071423,TRUE,,
486,6037190801,7.36310694,7.36310694,TRUE,,
487,6093000701,4.733230595,4.733230595,TRUE,,
488,6037535502,2.78864304,5.83856717,FALSE,,
489,6001420301,6.382638927,6.382638927,TRUE,,
490,6013339001,1.660591657,4.026228649,FALSE,,
491,6067006706,2.757147483,5.527346307,FALSE,,
492,6073013206,4.971086831,4.971086831,TRUE,,
493,6029003137,5.577229567,5.577229567,TRUE,,
494,6073008201,3.652841568,3.652841568,TRUE,,
495,6095253403,2.718823295,5.481413834,FALSE,,
496,6037191610,6.862253423,6.862253423,TRUE,,
497,6081606201,6.923398872,6.923398872,TRUE,,
498,6029003135,4.903131836,4.903131836,TRUE,,
499,6037131702,5.833052161,5.833052161,TRUE,,
500,6067008506,1.822145973,1.822145973,TRUE,,
501,6073016703,5.751226276,5.751226276,TRUE,,
502,6037231500,5.935164051,5.935164051,TRUE,,
503,6019001413,5.526182334,5.526182334,TRUE,,
504,6017031900,2.396276826,2.396276826,TRUE,,
505,6065040202,2.364724004,5.443804593,FALSE,,
506,6037219020,5.327567406,5.327567406,TRUE,,
507,6037232120,6.837669661,6.837669661,TRUE,,
508,6065045709,3.382995017,3.382995017,TRUE,,
509,6067003102,1.852563432,4.27627331,FALSE,,
510,6081612600,4.939694206,4.939694206,TRUE,,
511,6037211201,5.803811247,5.803811247,TRUE,,
512,6059021817,1.942784648,4.726203854,FALSE,,
513,6037530006,6.202650029,6.202650029,TRUE,,
514,6037554522,7.115624651,7.115624651,TRUE,,
515,6059052435,5.192913956,5.192913956,TRUE,,
516,6033001200,1.083433961,3.281094465,FALSE,,
517,6067001701,6.810498705,6.810498705,TRUE,,
518,6061021034,1.899259661,3.833454188,FALSE,,
519,6037402303,7.437189452,7.437189452,TRUE,,
520,6107002008,3.24618506,7.012400867,FALSE,,
521,6037120105,6.577952389,6.577952389,TRUE,,
522,6071003611,4.774238382,4.774238382,TRUE,,
523,6085504321,4.084513883,4.084513883,TRUE,,
524,6037551801,7.714013579,7.714013579,TRUE,,
525,6013345116,3.023973912,3.023973912,TRUE,,
526,6115040100,7.813175196,7.813175196,TRUE,,
527,6073003115,4.488653093,4.488653093,TRUE,,
528,6073017041,3.971506878,3.971506878,TRUE,,
529,6037651221,5.353003261,5.353003261,TRUE,,
530,6037139506,6.256922708,6.256922708,TRUE,,
531,6071000903,5.878077729,5.878077729,TRUE,,
532,6037107020,5.699624059,5.699624059,TRUE,,
533,6037530302,6.466781768,6.466781768,TRUE,,
534,6037121900,8.06001394,8.06001394,TRUE,,
